id,label
9182,airplane
9183,ship
9184,horse
9185,automobile
9186,horse
9187,deer
9188,dog
9189,deer
9190,deer
9191,cat
9192,bird
9193,airplane
9194,frog
9195,frog
9196,airplane
9197,automobile
9198,cat
9199,truck
9200,ship
9201,cat
9202,horse
9203,ship
9204,truck
9205,deer
9206,ship
9207,truck
9208,airplane
9209,truck
9210,horse
9211,automobile
9212,frog
9213,bird
9214,truck
9215,dog
9216,cat
9217,truck
9218,cat
9219,truck
9220,ship
9221,horse
9222,horse
9223,truck
9224,frog
9225,ship
9226,cat
9227,truck
9228,cat
9229,automobile
9230,horse
9231,horse
9232,automobile
9233,ship
9234,bird
9235,airplane
9236,truck
9237,dog
9238,truck
9239,ship
9240,ship
9241,frog
9242,horse
9243,cat
9244,horse
9245,automobile
9246,airplane
9247,truck
9248,airplane
9249,truck
9250,cat
9251,frog
9252,horse
9253,bird
9254,dog
9255,cat
9256,airplane
9257,dog
9258,truck
9259,horse
9260,cat
9261,dog
9262,airplane
9263,frog
9264,horse
9265,automobile
9266,ship
9267,bird
9268,horse
9269,airplane
9270,truck
9271,airplane
9272,airplane
9273,bird
9274,ship
9275,ship
9276,horse
9277,cat
9278,horse
9279,ship
9280,truck
9281,ship
9282,horse
9283,truck
9284,horse
9285,ship
9286,horse
9287,truck
9288,ship
9289,dog
9290,deer
9291,airplane
9292,horse
9293,horse
9294,frog
9295,cat
9296,ship
9297,bird
9298,automobile
9299,truck
9300,cat
9301,dog
9302,truck
9303,truck
9304,dog
9305,dog
9306,ship
9307,horse
9308,cat
9309,dog
9310,cat
9311,dog
9312,truck
9313,horse
9314,frog
9315,horse
9316,frog
9317,frog
9318,deer
9319,dog
9320,truck
9321,deer
9322,bird
9323,automobile
9324,truck
9325,frog
9326,airplane
9327,bird
9328,frog
9329,deer
9330,deer
9331,horse
9332,truck
9333,airplane
9334,horse
9335,deer
9336,dog
9337,dog
9338,cat
9339,automobile
9340,automobile
9341,bird
9342,frog
9343,ship
9344,bird
9345,automobile
9346,dog
9347,ship
9348,dog
9349,truck
9350,frog
9351,automobile
9352,automobile
9353,dog
9354,airplane
9355,frog
9356,airplane
9357,truck
9358,bird
9359,frog
9360,airplane
9361,automobile
9362,truck
9363,cat
9364,dog
9365,frog
9366,bird
9367,truck
9368,automobile
9369,frog
9370,automobile
9371,ship
9372,horse
9373,automobile
9374,horse
9375,frog
9376,dog
9377,deer
9378,truck
9379,horse
9380,dog
9381,bird
9382,truck
9383,truck
9384,deer
9385,cat
9386,bird
9387,automobile
9388,cat
9389,ship
9390,horse
9391,truck
9392,airplane
9393,frog
9394,dog
9395,horse
9396,dog
9397,frog
9398,ship
9399,horse
9400,frog
9401,truck
9402,frog
9403,truck
9404,cat
9405,ship
9406,dog
9407,frog
9408,frog
9409,truck
9410,dog
9411,horse
9412,ship
9413,airplane
9414,cat
9415,airplane
9416,horse
9417,deer
9418,ship
9419,bird
9420,dog
9421,automobile
9422,cat
9423,bird
9424,bird
9425,frog
9426,bird
9427,automobile
9428,horse
9429,deer
9430,frog
9431,dog
9432,automobile
9433,cat
9434,horse
9435,frog
9436,automobile
9437,cat
9438,horse
9439,airplane
9440,ship
9441,deer
9442,deer
9443,dog
9444,horse
9445,truck
9446,dog
9447,deer
9448,horse
9449,automobile
9450,cat
9451,ship
9452,bird
9453,cat
9454,cat
9455,automobile
9456,frog
9457,automobile
9458,horse
9459,airplane
9460,cat
9461,deer
9462,airplane
9463,truck
9464,deer
9465,horse
9466,ship
9467,frog
9468,horse
9469,airplane
9470,truck
9471,frog
9472,ship
9473,airplane
9474,ship
9475,bird
9476,ship
9477,dog
9478,horse
9479,horse
9480,bird
9481,bird
9482,airplane
9483,airplane
9484,airplane
9485,horse
9486,deer
9487,automobile
9488,frog
9489,frog
9490,automobile
9491,ship
9492,truck
9493,airplane
9494,truck
9495,airplane
9496,automobile
9497,frog
9498,cat
9499,airplane
9500,truck
9501,frog
9502,frog
9503,frog
9504,frog
9505,cat
9506,airplane
9507,airplane
9508,ship
9509,deer
9510,automobile
9511,deer
9512,airplane
9513,frog
9514,dog
9515,airplane
9516,truck
9517,truck
9518,automobile
9519,truck
9520,automobile
9521,bird
9522,bird
9523,dog
9524,deer
9525,bird
9526,truck
9527,frog
9528,airplane
9529,truck
9530,frog
9531,frog
9532,ship
9533,airplane
9534,frog
9535,automobile
9536,deer
9537,frog
9538,ship
9539,airplane
9540,dog
9541,deer
9542,truck
9543,bird
9544,airplane
9545,truck
9546,frog
9547,deer
9548,bird
9549,deer
9550,frog
9551,dog
9552,truck
9553,horse
9554,horse
9555,deer
9556,frog
9557,dog
9558,airplane
9559,automobile
9560,truck
9561,airplane
9562,cat
9563,automobile
9564,truck
9565,airplane
9566,truck
9567,horse
9568,ship
9569,frog
9570,horse
9571,frog
9572,ship
9573,bird
9574,deer
9575,dog
9576,cat
9577,airplane
9578,cat
9579,bird
9580,automobile
9581,horse
9582,dog
9583,truck
9584,cat
9585,deer
9586,dog
9587,truck
9588,automobile
9589,dog
9590,ship
9591,automobile
9592,automobile
9593,automobile
9594,truck
9595,horse
9596,dog
9597,deer
9598,truck
9599,horse
9600,ship
9601,automobile
9602,airplane
9603,bird
9604,ship
9605,dog
9606,frog
9607,horse
9608,airplane
9609,automobile
9610,deer
9611,ship
9612,deer
9613,deer
9614,frog
9615,frog
9616,cat
9617,ship
9618,automobile
9619,ship
9620,deer
9621,frog
9622,dog
9623,truck
9624,bird
9625,bird
9626,automobile
9627,deer
9628,truck
9629,automobile
9630,frog
9631,horse
9632,bird
9633,cat
9634,automobile
9635,deer
9636,frog
9637,cat
9638,bird
9639,bird
9640,dog
9641,dog
9642,airplane
9643,truck
9644,airplane
9645,automobile
9646,dog
9647,cat
9648,cat
9649,dog
9650,ship
9651,horse
9652,dog
9653,frog
9654,dog
9655,ship
9656,airplane
9657,cat
9658,truck
9659,bird
9660,frog
9661,dog
9662,automobile
9663,automobile
9664,airplane
9665,cat
9666,cat
9667,truck
9668,deer
9669,ship
9670,automobile
9671,horse
9672,horse
9673,truck
9674,truck
9675,deer
9676,ship
9677,frog
9678,cat
9679,bird
9680,ship
9681,bird
9682,horse
9683,frog
9684,horse
9685,airplane
9686,bird
9687,automobile
9688,bird
9689,truck
9690,deer
9691,frog
9692,truck
9693,frog
9694,truck
9695,airplane
9696,automobile
9697,ship
9698,horse
9699,truck
9700,airplane
9701,deer
9702,horse
9703,deer
9704,cat
9705,frog
9706,truck
9707,dog
9708,truck
9709,truck
9710,horse
9711,deer
9712,dog
9713,ship
9714,automobile
9715,deer
9716,deer
9717,truck
9718,truck
9719,ship
9720,ship
9721,frog
9722,cat
9723,horse
9724,airplane
9725,ship
9726,truck
9727,frog
9728,bird
9729,frog
9730,cat
9731,bird
9732,truck
9733,horse
9734,horse
9735,frog
9736,ship
9737,dog
9738,frog
9739,automobile
9740,frog
9741,dog
9742,truck
9743,truck
9744,automobile
9745,cat
9746,airplane
9747,airplane
9748,cat
9749,airplane
9750,dog
9751,airplane
9752,horse
9753,frog
9754,truck
9755,cat
9756,dog
9757,horse
9758,frog
9759,dog
9760,truck
9761,dog
9762,frog
9763,automobile
9764,bird
9765,deer
9766,airplane
9767,bird
9768,horse
9769,ship
9770,deer
9771,deer
9772,airplane
9773,truck
9774,cat
9775,truck
9776,frog
9777,truck
9778,cat
9779,bird
9780,frog
9781,cat
9782,bird
9783,bird
9784,ship
9785,ship
9786,frog
9787,ship
9788,automobile
9789,frog
9790,ship
9791,truck
9792,ship
9793,frog
9794,automobile
9795,frog
9796,truck
9797,automobile
9798,dog
9799,horse
9800,automobile
9801,horse
9802,airplane
9803,automobile
9804,dog
9805,airplane
9806,ship
9807,automobile
9808,automobile
9809,cat
9810,ship
9811,automobile
9812,ship
9813,automobile
9814,ship
9815,dog
9816,automobile
9817,automobile
9818,airplane
9819,dog
9820,truck
9821,frog
9822,airplane
9823,dog
9824,automobile
9825,deer
9826,airplane
9827,deer
9828,truck
9829,dog
9830,automobile
9831,bird
9832,bird
9833,horse
9834,ship
9835,horse
9836,bird
9837,deer
9838,dog
9839,cat
9840,horse
9841,airplane
9842,frog
9843,automobile
9844,dog
9845,truck
9846,ship
9847,airplane
9848,bird
9849,airplane
9850,deer
9851,frog
9852,airplane
9853,frog
9854,truck
9855,horse
9856,dog
9857,automobile
9858,deer
9859,frog
9860,airplane
9861,frog
9862,cat
9863,frog
9864,airplane
9865,automobile
9866,automobile
9867,ship
9868,truck
9869,horse
9870,bird
9871,truck
9872,airplane
9873,bird
9874,bird
9875,truck
9876,airplane
9877,frog
9878,horse
9879,horse
9880,horse
9881,truck
9882,automobile
9883,horse
9884,truck
9885,ship
9886,deer
9887,dog
9888,airplane
9889,ship
9890,airplane
9891,bird
9892,dog
9893,bird
9894,automobile
9895,deer
9896,deer
9897,ship
9898,truck
9899,horse
9900,ship
9901,automobile
9902,frog
9903,frog
9904,airplane
9905,automobile
9906,automobile
9907,automobile
9908,ship
9909,automobile
9910,horse
9911,deer
9912,airplane
9913,horse
9914,ship
9915,bird
9916,automobile
9917,bird
9918,horse
9919,deer
9920,frog
9921,airplane
9922,dog
9923,horse
9924,deer
9925,deer
9926,frog
9927,truck
9928,cat
9929,ship
9930,ship
9931,airplane
9932,ship
9933,horse
9934,deer
9935,automobile
9936,ship
9937,deer
9938,truck
9939,dog
9940,deer
9941,automobile
9942,horse
9943,automobile
9944,horse
9945,horse
9946,airplane
9947,cat
9948,ship
9949,cat
9950,cat
9951,airplane
9952,dog
9953,bird
9954,airplane
9955,ship
9956,airplane
9957,airplane
9958,truck
9959,bird
9960,airplane
9961,cat
9962,deer
9963,ship
9964,bird
9965,airplane
9966,frog
9967,bird
9968,dog
9969,frog
9970,bird
9971,truck
9972,deer
9973,airplane
9974,automobile
9975,horse
9976,dog
9977,dog
9978,horse
9979,cat
9980,airplane
9981,deer
9982,frog
9983,automobile
9984,horse
9985,truck
9986,ship
9987,airplane
9988,ship
9989,deer
9990,horse
9991,airplane
9992,cat
9993,dog
9994,cat
9995,ship
9996,cat
9997,dog
9998,automobile
9999,horse
